ref_compo,aero,desc,lifespan,taux_usure_actuel,cout_composant
SYS31-490,B777_1037,Système de conditionnement d'air,12364,23.46860000000002,8522
ORD12-122,E175_3294,Ordinateur de bord,9075,20.17625,7418
EQU23-001,E175_0649,Équipement de navigation par satellite (GPS),14566,24.060900000000018,5750
VOL18-560,A321_3449,Volet de bord de fuite droit,13835,17.900250000000003,1092
AUT8-089,E175_0649,Autopilote,14155,17.898250000000004,4007
SYS14-208,B757_1707,Système d'extinction d'incendie du moteur,8035,14.71025,1325
SIE26-122,CRJ900_4486,Siège pilote,11703,15.368450000000005,5309
TRA21-665,B747_4916,Train d'atterrissage avant,13444,20.4806,3730
VOL17-117,B767_6463,Volet de bord de fuite gauche,8545,17.376750000000012,5698
EQU23-630,CRJ700_2277,Équipement de navigation par satellite (GPS),9538,15.998700000000001,6775
AUT8-589,B767_3637,Autopilote,11341,22.48215000000002,4678
SYS35-356,A320_2211,Système d'annonce publique,10613,18.424950000000006,4484
SYS36-116,B757_2360,Système de divertissement en vol,14592,17.9908,2198
SYS24-237,A330_1563,Système de communication radio,13230,16.194499999999998,1847
SYS9-683,A320_6364,Système anti-givre,9428,15.252199999999998,1551
SYS35-658,A330_5024,Système d'annonce publique,12436,19.1014,7196
VOL18-436,A350_3017,Volet de bord de fuite droit,11896,17.880399999999998,2151
SYS36-483,B767_3637,Système de divertissement en vol,14270,19.8705,9697
SYS33-484,B757_3072,Système d'éclairage de cabine,11600,15.61,8007
ORD12-361,B757_0500,Ordinateur de bord,10041,18.887150000000005,1056
GEN13-623,B767_1817,Générateur électrique,14614,23.89609999999999,7981
VOL18-009,None_6663,Volet de bord de fuite droit,8058,11.9067,4799
DIS32-506,B777_1037,Dispositif d'atterrissage d'urgence (comme les toboggans),13933,25.822949999999977,9535
SYS7-311,E175_2361,Système de gestion de carburant,8630,18.7745,1469
ANT25-119,CRJ700_5378,Antenne radar,14264,19.32360000000001,2715
SYS24-069,A320_4466,Système de communication radio,14838,17.583700000000004,9820
SIE27-203,B767_5851,Siège copilote,10884,17.2466,9800
SYS36-515,None_6774,Système de divertissement en vol,8146,9.3779,5507
SYS24-525,E175_4340,Système de communication radio,8272,15.12280000000001,6829
VOL17-387,CRJ700_2277,Volet de bord de fuite gauche,13293,18.96695000000001,2157
SIE26-199,None_6608,Siège pilote,14954,18.767100000000006,5186
DIS32-222,A340_0646,Dispositif d'atterrissage d'urgence (comme les toboggans),8086,14.468899999999987,5498
SYS31-375,A321_2905,Système de conditionnement d'air,14120,21.278,1776
SYS2-668,A330_5384,Système hydraulique principal,9831,11.515650000000003,6989
AIL6-451,A350_3017,Aileron droit,8345,16.54674999999998,1349
REA1-563,B747_0302,Réacteur droit,8497,17.571549999999995,2034
SYS9-361,B767_1623,Système anti-givre,13238,17.793699999999994,5967
SYS33-664,B737_2293,Système d'éclairage de cabine,14830,19.2545,9053
AUT8-256,B737_2293,Autopilote,9004,15.204600000000001,9762
ANT25-446,None_3322,Antenne radar,13293,23.926950000000023,3920
SYS37-079,B767_3156,Système d'éclairage de piste,9982,21.249299999999984,3418
SYS24-049,B767_2195,Système de communication radio,9201,11.221150000000002,4846
GEN13-008,None_1554,Générateur électrique,14607,25.878050000000023,9481
ECL30-506,CRJ700_6562,Éclairage d'urgence,10198,18.84770000000001,7520
RAD11-397,None_6608,Radar météorologique,13215,15.237250000000005,8442
SYS14-187,B737_2009,Système d'extinction d'incendie du moteur,12570,16.575500000000005,8719
EMP4-305,A330_5589,Empennage horizontal,9083,12.795450000000004,1877
AIL6-028,CRJ900_2888,Aileron droit,10601,20.691149999999983,8808
TRA20-475,A320_3792,Train d'atterrissage principal droit,11272,22.72280000000001,5730
BOI22-106,None_5391,Boîte noire (enregistreur de vol),13388,17.816199999999995,8213
EQU23-447,CRJ900_3190,Équipement de navigation par satellite (GPS),11331,13.68065,3124
SYS7-607,None_6774,Système de gestion de carburant,9444,16.390600000000013,2597
DIS32-580,E170_2289,Dispositif d'atterrissage d'urgence (comme les toboggans),14055,25.813250000000018,8076
SYS35-159,A350_1683,Système d'annonce publique,14829,19.213350000000005,3118
SYS31-047,E175_6291,Système de conditionnement d'air,14377,20.40355,4771
SYS28-029,A321_2784,Systèmes d'oxygène d'urgence pour les passagers,8157,11.400549999999996,4097
SYS35-562,B767_3637,Système d'annonce publique,9443,16.979449999999986,3572
DIS32-444,CRJ700_6562,Dispositif d'atterrissage d'urgence (comme les toboggans),8584,17.131600000000002,5040
SIE26-464,A320_4124,Siège pilote,13418,19.110699999999994,1389
POR34-208,A320_4466,Porte cargo,12509,19.085350000000016,2059
CAP39-190,A350_1948,Capteurs de vitesse du vent,12846,18.562899999999996,3920
DIS32-518,E170_1621,Dispositif d'atterrissage d'urgence (comme les toboggans),11962,15.796300000000004,7668
AIL5-231,B747_4916,Aileron gauche,14019,22.88185,1236
SIE26-083,A321_4895,Siège pilote,11354,13.377100000000004,3337
DIS32-658,A321_2905,Dispositif d'atterrissage d'urgence (comme les toboggans),42214,53.58610000000002,9772
AUT8-269,E170_2490,Autopilote,13785,24.51275000000002,1247
AIL6-052,E170_2644,Aileron droit,8115,18.632250000000006,2936
ECL30-678,B757_4876,Éclairage d'urgence,14484,20.736599999999996,8613
SYS14-499,B747_0910,Système d'extinction d'incendie du moteur,13276,24.557399999999973,2744
CAM38-408,B737_0342,Caméra de surveillance externe,14012,20.003800000000002,2144
EMP4-386,B767_6463,Empennage horizontal,13097,23.69155,4880
POR34-676,B777_1363,Porte cargo,9855,17.41325,4139
SYS31-257,A330_3674,Système de conditionnement d'air,11758,15.781699999999999,3178
AIL6-649,CRJ900_6891,Aileron droit,57434,73.03909999999998,5054
AIL5-152,B747_0175,Aileron gauche,9866,20.035900000000012,3287
CAP39-140,B737_6470,Capteurs de vitesse du vent,14378,20.91470000000001,2249
SYS10-322,CRJ900_2888,Système d'alerte de proximité au sol (GPWS),12934,23.454099999999986,7201
TRA20-249,None_6608,Train d'atterrissage principal droit,14278,19.8997,6338
AUT8-620,B737_4082,Autopilote,14288,22.13120000000001,4372
SIE26-461,A321_4569,Siège pilote,8121,15.469150000000004,7454
SYS7-467,B737_0274,Système de gestion de carburant,10520,12.998,2182
TRA21-601,E175_0440,Train d'atterrissage avant,10507,21.753049999999998,1144
REA1-321,CRJ700_6475,Réacteur droit,14451,20.45864999999999,1802
EMP4-309,A320_2772,Empennage horizontal,42989,50.72735000000002,8286
ECL30-411,B767_6273,Éclairage d'urgence,11567,21.08205,4716
CAM38-043,B767_4418,Caméra de surveillance externe,8060,14.369000000000005,6149
GOU3-033,E175_0440,Gouvernail de direction,10778,18.014700000000005,2509
TRA21-025,CRJ900_5773,Train d'atterrissage avant,13990,21.82850000000001,2872
SIE27-662,B737_1878,Siège copilote,8986,20.09390000000002,2352
AUT8-014,E170_4894,Autopilote,14192,24.380800000000022,3958
ORD12-265,E175_6291,Ordinateur de bord,10458,14.6767,9731
DIS32-005,A350_5005,Dispositif d'atterrissage d'urgence (comme les toboggans),13369,20.37435,3115
SYS24-407,A330_5932,Système de communication radio,11218,18.9307,1261
RAD11-155,A380_4355,Radar météorologique,11579,17.52585000000001,5273
DIS15-549,A321_3449,Dispositifs de levage (flaps),13806,18.0169,1892
VOL17-306,B757_2360,Volet de bord de fuite gauche,10467,16.17705,4428
ANT25-419,E175_5515,Antenne radar,9628,11.362200000000001,6433
ANT25-209,A350_5401,Antenne radar,9399,11.398850000000003,7918
DET29-023,None_1554,Détecteurs de fumée en cabine,10070,18.260500000000008,4377
SYS14-440,None_2077,Système d'extinction d'incendie du moteur,8773,18.25895,5118
SYS33-290,A330_2838,Système d'éclairage de cabine,14046,23.242900000000006,7999
TRA20-671,None_5828,Train d'atterrissage principal droit,11670,17.780500000000007,8335
TRA21-394,A340_2877,Train d'atterrissage avant,12746,20.5979,6346
SYS14-389,E175_6229,Système d'extinction d'incendie du moteur,8915,17.44225,6071
SYS24-579,B737_4082,Système de communication radio,11884,17.876600000000003,3114
DIS15-530,A380_3051,Dispositifs de levage (flaps),10007,13.828050000000005,6187
REA0-199,A321_2784,Réacteur gauche,14912,21.50879999999999,1538
VOL17-284,CRJ900_4486,Volet de bord de fuite gauche,14225,16.96875,5891
TRA21-113,None_3322,Train d'atterrissage avant,11881,14.643149999999995,6251
EQU23-352,None_5391,Équipement de navigation par satellite (GPS),11738,49.8587,3240
TRA20-056,E170_5403,Train d'atterrissage principal droit,12849,18.23635,8018
CAP39-308,A320_6028,Capteurs de vitesse du vent,13910,23.036499999999986,8043
SYS10-261,A330_5589,Système d'alerte de proximité au sol (GPWS),9443,11.199449999999999,8933
SYS24-636,A380_3051,Système de communication radio,13738,39.96870000000004,4157
SYS36-154,B767_3637,Système de divertissement en vol,12512,17.4088,3141
POR34-374,A330_2838,Porte cargo,10516,15.923400000000004,9284
DIS32-415,CRJ900_2289,Dispositif d'atterrissage d'urgence (comme les toboggans),13676,17.247400000000003,4289
AIL5-535,None_6774,Aileron gauche,12509,18.745350000000006,2782
SYS9-581,A320_4124,Système anti-givre,10900,14.935,6571
SYS35-239,A321_6216,Système d'annonce publique,9785,18.98274999999999,6663
DIS15-402,None_6838,Dispositifs de levage (flaps),12099,23.36384999999998,5031
ANT25-367,A320_6028,Antenne radar,13065,19.16475,3511
RAD11-192,E170_5403,Radar météorologique,9315,16.75225,2959
DIS15-312,B767_4418,Dispositifs de levage (flaps),9682,16.944300000000002,2856
GEN13-308,B747_0910,Générateur électrique,14928,19.267200000000006,2488
EQU23-026,CRJ900_0468,Équipement de navigation par satellite (GPS),13935,17.785250000000005,8449
GOU3-420,E170_5403,Gouvernail de direction,9474,14.385100000000012,1389
SYS33-193,E170_1341,Système d'éclairage de cabine,11361,22.66514999999999,1730
SIE27-372,B737_0608,Siège copilote,12816,19.548399999999997,4685
TRA20-319,A330_2838,Train d'atterrissage principal droit,8750,17.2225,6190
DIS32-517,None_6155,Dispositif d'atterrissage d'urgence (comme les toboggans),14687,18.080049999999993,8546
SYS24-159,B747_0302,Système de communication radio,13444,18.8606,4573
AIL5-696,CRJ900_5158,Aileron gauche,8365,10.219750000000007,6508
AIL6-408,A350_3715,Aileron droit,10638,13.873700000000005,6018
SYS31-422,B777_6834,Système de conditionnement d'air,14695,58.879249999999956,2807
SYS10-390,None_6838,Système d'alerte de proximité au sol (GPWS),11293,22.48695,6082
GOU3-327,B757_2360,Gouvernail de direction,8460,16.469,4886
SIE27-524,B737_0274,Siège copilote,12674,18.13509999999999,9080
VOL17-647,CRJ900_2289,Volet de bord de fuite gauche,9803,14.91345,9493
AIL6-324,None_6838,Aileron droit,11561,14.54515,4233
REA1-503,E175_4340,Réacteur droit,9595,17.364249999999984,5596
VOL17-003,B747_2822,Volet de bord de fuite gauche,12945,18.326749999999997,5573
ANT25-627,None_0118,Antenne radar,14157,25.25055,4708
CAP39-477,B767_4418,Capteurs de vitesse du vent,11923,14.49145,7187
CAM38-582,B767_2723,Caméra de surveillance externe,11952,22.3648,1801
EQU23-233,E175_1081,Équipement de navigation par satellite (GPS),11285,17.32775,2238
AIL5-583,B767_2723,Aileron gauche,11613,21.294949999999986,4410
DIS32-380,E175_0964,Dispositif d'atterrissage d'urgence (comme les toboggans),10831,17.775650000000006,3673
SIE27-410,A321_4569,Siège copilote,14791,22.47965000000001,3620
SYS14-662,E175_4239,Système d'extinction d'incendie du moteur,9260,12.899,6579
SYS28-115,B747_0607,Systèmes d'oxygène d'urgence pour les passagers,12726,23.51489999999998,5488
AIL6-469,None_5883,Aileron droit,12094,20.58810000000001,3161
SYS28-134,B737_2009,Systèmes d'oxygène d'urgence pour les passagers,12016,15.518399999999996,5030
REA0-543,A320_2772,Réacteur gauche,12161,21.205149999999986,7737
SYS28-459,E170_0564,Systèmes d'oxygène d'urgence pour les passagers,12709,19.185349999999996,9341
REA1-235,E170_4304,Réacteur droit,10510,14.226500000000009,5476
GOU3-424,None_6155,Gouvernail de direction,14953,22.02595,4296
SIE26-565,B747_4876,Siège pilote,13438,22.613700000000012,8095
AIL6-213,A380_5954,Aileron droit,41682,53.9643,4884
CAP39-360,B767_3637,Capteurs de vitesse du vent,8480,11.472,6392
BOI22-519,A321_4569,Boîte noire (enregistreur de vol),8543,14.954449999999989,8960
CAP39-004,A350_3187,Capteurs de vitesse du vent,14585,21.812750000000005,5555
VOL18-191,B767_3156,Volet de bord de fuite droit,10943,18.924449999999993,9351
SYS35-370,B767_5851,Système d'annonce publique,10135,15.995250000000004,5001
SYS33-279,A350_3187,Système d'éclairage de cabine,10738,13.868699999999995,9250
CAP39-573,A380_5954,Capteurs de vitesse du vent,8663,14.85245,7123
SYS31-116,E175_2393,Système de conditionnement d'air,14684,19.6566,4257
BOI22-105,None_6774,Boîte noire (enregistreur de vol),13875,19.58625,1388
CAM38-633,B777_1037,Caméra de surveillance externe,8199,13.388850000000005,7706
VOL17-594,A340_1943,Volet de bord de fuite gauche,10631,19.51564999999999,9722
VOL18-129,B777_6834,Volet de bord de fuite droit,12034,22.83909999999999,8395
BOI22-289,CRJ900_6200,Boîte noire (enregistreur de vol),11077,14.66855,6983
TRA20-447,None_6155,Train d'atterrissage principal droit,8541,11.36215,5249
VOL17-638,A340_2877,Volet de bord de fuite gauche,14070,17.640499999999996,5635
GOU3-196,E175_6291,Gouvernail de direction,13854,25.38209999999998,3462
VOL17-626,E175_6291,Volet de bord de fuite gauche,13298,20.3827,4021
CAM38-105,None_3322,Caméra de surveillance externe,14383,19.740450000000003,3819
DIS15-611,E175_0649,Dispositifs de levage (flaps),13940,20.83099999999999,3283
SYS31-060,A330_1938,Système de conditionnement d'air,13346,19.5779,6448
VOL17-249,E175_6535,Volet de bord de fuite gauche,9105,17.40075,8818
ANT25-341,E175_4749,Antenne radar,11869,18.659350000000003,4228
AUT8-322,None_0163,Autopilote,10511,19.557649999999995,6197
SYS10-570,CRJ700_5378,Système d'alerte de proximité au sol (GPWS),10595,19.66425,1527
ANT25-359,None_5883,Antenne radar,12633,18.877950000000006,2525
ORD12-402,A320_4603,Ordinateur de bord,14947,23.969050000000014,7945
GOU3-596,None_0075,Gouvernail de direction,10045,20.56175,1143
SYS10-316,None_0385,Système d'alerte de proximité au sol (GPWS),9521,13.889150000000008,8213
AIL5-092,A340_2275,Aileron gauche,8178,17.02469999999999,7038
SYS7-403,B767_0601,Système de gestion de carburant,8709,12.42535,5213
ORD12-064,B767_0601,Ordinateur de bord,12442,16.608299999999996,3206
EQU23-483,E175_2393,Équipement de navigation par satellite (GPS),11014,20.056099999999994,2853
SYS9-338,CRJ900_0468,Système anti-givre,11596,19.325399999999995,6204
CAM38-664,CRJ700_2204,Caméra de surveillance externe,12106,20.0919,1321
ORD12-374,None_5828,Ordinateur de bord,11169,22.41435,2734
SYS31-432,CRJ900_4486,Système de conditionnement d'air,9790,12.628499999999995,6512
EMP4-599,B777_3285,Empennage horizontal,11440,18.916,2632
TRA19-162,B767_2487,Train d'atterrissage principal gauche,10457,14.03555,7742
ECL30-164,None_1554,Éclairage d'urgence,8378,13.884700000000004,8873
CAM38-597,A350_1683,Caméra de surveillance externe,10532,19.151799999999987,5055
VOL18-216,E170_0564,Volet de bord de fuite droit,10820,16.883000000000003,4859
AIL6-323,None_2407,Aileron droit,10919,18.326850000000004,3262
GOU3-247,CRJ900_5737,Gouvernail de direction,10434,14.5591,1681
AUT8-556,None_0385,Autopilote,12464,16.0936,4772
TRA19-448,B767_3223,Train d'atterrissage principal gauche,13578,24.91469999999998,4397
GOU3-512,B767_6463,Gouvernail de direction,12545,22.60675,7035
DIS32-426,B767_0317,Dispositif d'atterrissage d'urgence (comme les toboggans),10807,15.57805,9636
EMP4-244,B757_1707,Empennage horizontal,12259,19.607850000000003,1641
SYS24-273,B777_3285,Système de communication radio,12857,21.865549999999985,4126
VOL18-137,B767_6463,Volet de bord de fuite droit,12917,18.524549999999998,2745
DIS15-307,A320_3073,Dispositifs de levage (flaps),11741,22.612150000000018,6888
CAM38-412,B737_0318,Caméra de surveillance externe,8568,15.8132,3346
AIL5-167,B767_1623,Aileron gauche,14048,16.225200000000008,9166
AIL6-147,A330_5024,Aileron droit,11265,15.81475,6156
REA1-203,B737_0608,Réacteur droit,13700,21.435,8518
SYS10-060,E175_5083,Système d'alerte de proximité au sol (GPWS),9776,15.462399999999999,4901
SYS35-131,B767_1623,Système d'annonce publique,11485,13.687749999999998,4544
TRA20-228,E175_1713,Train d'atterrissage principal droit,10664,15.813600000000006,1690
SYS24-595,B777_2551,Système de communication radio,12837,18.17255,7604
SYS28-077,A330_5384,Systèmes d'oxygène d'urgence pour les passagers,8913,18.01995,5390
REA0-623,CRJ900_3190,Réacteur gauche,12062,22.591300000000015,3149
SYS35-596,B747_0195,Système d'annonce publique,8684,10.806599999999996,7425
REA1-582,A340_2833,Réacteur droit,9884,13.3966,6693
GEN13-097,E175_0488,Générateur électrique,8742,15.603300000000004,4357
ECL30-031,E175_1081,Éclairage d'urgence,14377,19.31355,7418
CAM38-182,E175_3294,Caméra de surveillance externe,13034,22.889100000000017,4263
GOU3-418,E175_0440,Gouvernail de direction,8684,11.726600000000001,1288
SYS31-589,E175_1713,Système de conditionnement d'air,14440,21.156000000000013,4658
SYS31-479,A350_6030,Système de conditionnement d'air,9674,15.105100000000006,9162
AIL5-468,B767_0317,Aileron gauche,52697,67.06155,1487
EMP4-095,CRJ700_0354,Empennage horizontal,8331,13.280650000000005,8459
SYS35-121,A320_0020,Système d'annonce publique,10828,16.7822,8995
REA1-405,E170_4877,Réacteur droit,9792,16.2808,8549
REA0-538,B747_4253,Réacteur gauche,10846,59.632899999999935,2311
SYS36-270,E175_0488,Système de divertissement en vol,12276,16.3974,1671
GOU3-246,E175_0964,Gouvernail de direction,13894,22.9881,9871
SYS33-675,CRJ900_5333,Système d'éclairage de cabine,12506,22.941899999999986,6578
AIL6-149,A350_4712,Aileron droit,8869,19.90934999999999,8004
TRA20-661,CRJ900_3190,Train d'atterrissage principal droit,8341,16.05215,2557
POR34-399,A321_3449,Porte cargo,12575,22.111250000000002,9019
GEN13-494,CRJ900_5333,Générateur électrique,8823,14.526450000000004,1533
VOL17-102,E170_1341,Volet de bord de fuite gauche,12268,20.368199999999995,6665
SYS7-615,B737_0318,Système de gestion de carburant,9430,14.284500000000001,7090
VOL18-228,None_0075,Volet de bord de fuite droit,14513,19.92995000000001,7968
SYS37-018,B757_1013,Système d'éclairage de piste,11092,21.29580000000001,5644
AIL5-691,B767_0317,Aileron gauche,8018,16.3107,9110
SPO16-067,A320_4603,Spoilers,12225,23.11874999999999,7655
SYS35-328,B747_4253,Système d'annonce publique,12498,21.4227,4532
SYS9-050,B777_1042,Système anti-givre,12385,23.36275000000002,2160
EQU23-377,B747_4916,Équipement de navigation par satellite (GPS),10519,19.246850000000013,6963
SYS9-650,A340_0646,Système anti-givre,13378,19.924700000000005,2493
SIE26-315,CRJ900_2289,Siège pilote,11126,19.2649,5740
SYS10-327,E170_5474,Système d'alerte de proximité au sol (GPWS),8715,14.92225,5763
REA1-584,B767_2723,Réacteur droit,13989,20.977349999999987,7849
AIL6-299,B737_6821,Aileron droit,14540,19.591000000000005,5984
GEN13-204,CRJ700_0354,Générateur électrique,12938,15.258700000000005,9398
TRA21-163,A321_4814,Train d'atterrissage avant,11327,13.68605,7735
VOL17-662,B767_3637,Volet de bord de fuite gauche,10576,13.822400000000004,7048
GEN13-163,CRJ900_0428,Générateur électrique,12651,20.808649999999986,7326
SYS24-005,B747_0175,Système de communication radio,13518,18.4657,8037
AIL6-319,B737_0608,Aileron droit,12516,19.22340000000001,8019
POR34-251,B747_1933,Porte cargo,8018,13.2607,5426
TRA19-127,CRJ900_0486,Train d'atterrissage principal gauche,14425,18.498750000000005,6591
POR34-279,None_6774,Porte cargo,14213,26.144950000000023,9405
AIL6-305,A380_5479,Aileron droit,9497,11.77155,5035
ORD12-407,B747_0910,Ordinateur de bord,14093,24.696950000000015,5134
SYS7-406,B737_5678,Système de gestion de carburant,13946,22.717899999999986,1983
SYS2-046,A330_2838,Système hydraulique principal,11354,19.887099999999986,4697
POR34-646,E170_2490,Porte cargo,9751,12.703650000000001,7381
AIL5-007,B737_2009,Aileron gauche,13510,25.0965,2785
SYS10-212,None_2407,Système d'alerte de proximité au sol (GPWS),8694,12.3981,4823
TRA20-251,None_6838,Train d'atterrissage principal droit,8634,17.879099999999994,9118
CAP39-339,B737_2009,Capteurs de vitesse du vent,11450,21.39750000000002,8525
SYS31-116,None_5883,Système de conditionnement d'air,14877,17.568549999999995,5654
VOL18-189,E170_5822,Volet de bord de fuite droit,10472,13.3928,1134
BOI22-616,B747_0195,Boîte noire (enregistreur de vol),13863,23.93245,7120
SYS24-600,E170_0564,Système de communication radio,14058,25.1467,4964
AIL6-581,None_5579,Aileron droit,13562,15.7763,9335
AIL6-599,CRJ900_5525,Aileron droit,13871,22.38164999999998,5396
DIS15-164,None_6663,Dispositifs de levage (flaps),14953,22.14595,1250
AIL6-640,B767_2187,Aileron droit,11509,17.41535,5530
POR34-083,A340_3881,Porte cargo,13767,44.29205,9628
RAD11-345,A320_2772,Radar météorologique,14124,26.02259999999999,1301
SYS33-646,None_5828,Système d'éclairage de cabine,9897,14.431549999999996,6466
SIE26-441,E175_0649,Siège pilote,9016,12.978399999999995,9959
SYS31-250,E175_0808,Système de conditionnement d'air,10140,13.700999999999995,4809
REA1-506,CRJ900_4486,Réacteur droit,10796,20.1054,1965
SYS14-528,A321_0732,Système d'extinction d'incendie du moteur,11872,13.752800000000004,8434
ANT25-470,CRJ900_2888,Antenne radar,10104,13.359600000000004,4691
SYS28-462,B737_0842,Systèmes d'oxygène d'urgence pour les passagers,12850,16.427500000000002,5570
GOU3-613,A380_3051,Gouvernail de direction,14184,24.871599999999983,8988
GOU3-059,CRJ700_0354,Gouvernail de direction,14834,25.019100000000016,9612
TRA21-413,A350_5005,Train d'atterrissage avant,12260,16.248999999999995,8516
POR34-673,CRJ700_2277,Porte cargo,14019,22.711849999999988,3842
SYS36-305,A320_3805,Système de divertissement en vol,13377,19.85355,1338
SYS7-325,B777_1037,Système de gestion de carburant,9651,12.478649999999996,4602
AUT8-632,A321_4569,Autopilote,9146,20.3279,8065
SYS31-090,CRJ900_0486,Système de conditionnement d'air,12481,24.01315,7875
SYS33-297,A321_0497,Système d'éclairage de cabine,8326,19.554899999999996,7939
DIS32-449,None_5980,Dispositif d'atterrissage d'urgence (comme les toboggans),9700,20.105,6230
GEN13-348,E170_2289,Générateur électrique,14767,23.15205000000001,6140
ECL30-028,A320_0039,Éclairage d'urgence,9854,18.252099999999984,9522
AIL6-207,E175_4487,Aileron droit,14922,25.420299999999976,7418
CAM38-563,A330_5923,Caméra de surveillance externe,9476,11.1074,3501
CAM38-574,E170_5403,Caméra de surveillance externe,10763,20.337450000000015,7746
SYS24-658,CRJ900_5525,Système de communication radio,14551,24.70365000000001,2125
TRA19-390,CRJ900_0428,Train d'atterrissage principal gauche,9477,19.598549999999992,2155
ECL30-422,B767_1623,Éclairage d'urgence,12908,16.494200000000003,2031
ANT25-280,A320_0020,Antenne radar,11260,18.518999999999995,1953
SYS2-192,CRJ700_6475,Système hydraulique principal,13825,18.68875,6494
EMP4-685,A321_3449,Empennage horizontal,10943,21.014449999999986,7873
SIE27-156,B737_6105,Siège copilote,9970,12.1155,5265
SYS9-559,B757_1707,Système anti-givre,13813,17.484950000000005,2586
AIL5-164,A321_2784,Aileron gauche,12498,16.292700000000004,5226
EQU23-271,A330_5384,Équipement de navigation par satellite (GPS),9700,11.655,3415
BOI22-327,B757_4876,Boîte noire (enregistreur de vol),9811,20.02264999999999,3437
ORD12-696,A321_4895,Ordinateur de bord,69284,89.57660000000001,4377
SYS14-636,A330_5384,Système d'extinction d'incendie du moteur,9731,20.030650000000005,1123
AIL5-427,A320_3805,Aileron gauche,10118,20.105700000000006,6791
SIE27-644,A320_4466,Siège copilote,11713,14.60995,5619
CAP39-479,A340_2275,Capteurs de vitesse du vent,11452,19.83980000000001,5833
DET29-061,A321_0732,Détecteurs de fumée en cabine,11816,17.538400000000003,4708
SIE27-020,CRJ900_5525,Siège copilote,14114,24.3611,3077
SYS33-322,E170_2644,Système d'éclairage de cabine,12204,21.8946,8380
BOI22-590,B767_4418,Boîte noire (enregistreur de vol),9290,12.383499999999994,4358
AIL5-227,B747_0175,Aileron gauche,14769,21.48435000000001,9402
RAD11-171,A321_0497,Radar météorologique,9088,10.621199999999996,1705
SYS31-328,E175_1713,Système de conditionnement d'air,13684,24.40660000000001,9683
SYS2-424,A340_0646,Système hydraulique principal,8100,17.375000000000004,6302
SYS35-553,E170_2644,Système d'annonce publique,56500,67.55500000000002,6216
SYS7-661,CRJ700_5378,Système de gestion de carburant,12087,19.59005,8788
SYS37-058,B767_4418,Système d'éclairage de piste,12664,21.88359999999999,7105
TRA21-469,B737_5678,Train d'atterrissage avant,14821,25.26415000000002,6533
AIL6-175,E170_5474,Aileron droit,14734,22.1241,3085
CAP39-022,None_5391,Capteurs de vitesse du vent,67872,83.85280000000003,9349
ORD12-057,E175_4239,Ordinateur de bord,10738,18.46869999999998,6738
EMP4-407,A380_2873,Empennage horizontal,8276,15.8874,5892
POR34-062,CRJ900_5737,Porte cargo,13978,17.1547,2857
SYS14-500,A340_3881,Système d'extinction d'incendie du moteur,11792,14.2508,9072
DIS15-078,A321_0613,Dispositifs de levage (flaps),13508,24.3842,4412
REA0-175,E170_2532,Réacteur gauche,8711,12.497649999999998,3333
SPO16-266,None_5579,Spoilers,9664,14.6636,8852
RAD11-471,CRJ900_5737,Radar météorologique,10052,16.439799999999988,3280
SYS24-241,B747_0607,Système de communication radio,11167,19.272050000000018,6325
EQU23-369,B737_2293,Équipement de navigation par satellite (GPS),11849,17.55635,3460
TRA20-316,A321_0467,Train d'atterrissage principal droit,9545,16.74675,5331
VOL18-338,A321_2784,Volet de bord de fuite droit,13978,19.80470000000001,1388
SYS37-652,E175_2361,Système d'éclairage de piste,9975,20.771250000000013,8285
REA1-092,B737_6105,Réacteur droit,9386,13.3439,3460
SYS28-316,CRJ700_2827,Systèmes d'oxygène d'urgence pour les passagers,11397,16.376549999999998,6946
ANT25-012,A321_0467,Antenne radar,14981,27.04815,7835
SYS37-050,E175_6229,Système d'éclairage de piste,14823,21.66645,5557
ORD12-354,A380_5954,Ordinateur de bord,12578,24.31470000000003,8542
SYS14-662,E170_5314,Système d'extinction d'incendie du moteur,8655,16.393250000000002,9116
SYS7-621,B777_3467,Système de gestion de carburant,8926,15.624900000000014,2885
SYS31-601,None_5828,Système de conditionnement d'air,10313,12.82995,8233
BOI22-107,B747_0607,Boîte noire (enregistreur de vol),69437,3.4718500000000003,1890
DIS15-321,A320_6052,Dispositifs de levage (flaps),11589,18.527350000000002,6739
TRA19-348,A320_3805,Train d'atterrissage principal gauche,14806,19.306900000000006,3579
GOU3-121,B767_1623,Gouvernail de direction,14226,18.3199,6239
RAD11-176,B747_2822,Radar météorologique,49015,62.37725,8884
AIL5-208,A321_4895,Aileron gauche,8829,13.203349999999995,6754
SIE26-137,A340_2877,Siège pilote,13683,15.865450000000001,4519
SYS2-096,B737_0318,Système hydraulique principal,11556,21.4194,6182
DET29-159,None_5980,Détecteurs de fumée en cabine,8533,17.46295,7529
SIE26-181,A340_2833,Siège pilote,12242,17.2083,4367
SYS7-412,B737_2009,Système de gestion de carburant,12768,17.143200000000004,9516
SYS14-600,B737_6105,Système d'extinction d'incendie du moteur,9098,19.13269999999999,8124
VOL17-101,E175_4749,Volet de bord de fuite gauche,10590,17.838499999999996,4406
SYS35-559,B767_2195,Système d'annonce publique,13118,21.5957,3145
EMP4-388,A330_1129,Empennage horizontal,14800,25.339999999999982,3859
TRA21-154,A330_5932,Train d'atterrissage avant,74179,85.39585000000001,1256
