ref_compo,aero,desc,lifespan,taux_usure_actuel,cout_composant
C206,A350_0001,Détecteurs de fumée en cabine,11670,0.0,7945
C180,E170_4046,Train d'atterrissage principal gauche,13131,65.03,9010
C078,B747_1574,Siège pilote,11613,9.81,9796
C674,B767_4104,,8413,24.44,6280
C249,B767_5911,Système d'extinction d'incendie du moteur,12057,0.0,1291
C577,A320_4610,Système de gestion de carburant,10580,65.07,5196
C504,B767_0599,Système d'éclairage de cabine,12581,0.0,6323
C203,A320_0930,,11970,23.51,6748
C128,E170_0751,Train d'atterrissage principal gauche,12192,0.0,5332
C243,B767_2419,Porte cargo,12810,57.25,2581
C558,A320_0854,Ordinateur de bord,13677,23.07,4405
C371,A320_4610,Système de communication radio,11653,59.4,7974
C634,E170_4711,Système de divertissement en vol,12684,71.44,3889
C348,B757_3371,Système d'éclairage de piste,14512,62.56,3714
C523,A320_0930,Système hydraulique principal,10423,42.78,6376
C534,E170_2171,Volet de bord de fuite droit,9020,18.46,5385
C389,B767_2419,Système anti-givre,9467,74.35,9325
C648,A350_3496,Systèmes d'oxygène d'urgence pour les passagers,14242,69.92,8442
C242,B757_4838,Empennage horizontal,9150,43.96,4591
C231,None_6560,Réacteur gauche,60197,20.8,7991
C384,B737_6638,Système hydraulique principal,8259,5.11,7472
C699,B757_4046,Réacteur gauche,9462,22.0,3859
C250,B737_5695,Radar météorologique,9228,0.0,6208
C052,B777_0052,Ordinateur de bord,13117,68.45,9247
C506,A340_3174,Détecteurs de fumée en cabine,11954,49.71,5034
C464,A320_5316,Système hydraulique principal,9220,32.3,4584
C357,B767_2419,,11991,69.82,5965
C543,CRJ900_6156,Système de communication radio,10473,0.0,7288
C658,A350_5715,Dispositif d'atterrissage d'urgence (comme les toboggans),8744,0.0,9084
C591,B747_0045,Système d'extinction d'incendie du moteur,8834,9.87,4958
C272,A321_4629,Réacteur gauche,14637,46.5,4940
C442,A340_1070,Capteurs de vitesse du vent,14037,21.86,7875
C114,CRJ900_6993,Système de divertissement en vol,8277,61.35,6123
C172,A321_2986,Capteurs de vitesse du vent,8728,0.0,7484
C478,A340_2060,Système anti-givre,12678,11.95,8389
C204,B777_2375,,10103,58.36,2318
C686,B777_0663,Volet de bord de fuite gauche,14390,27.14,5482
C194,B757_1539,Ordinateur de bord,8207,0.0,1031
C236,B737_6085,Boîte noire (enregistreur de vol),12165,55.53,9118
C155,None_4133,Équipement de navigation par satellite (GPS),11855,28.43,9728
C225,B757_1459,Générateur électrique,13063,5.74,4111
C002,A321_4629,Aileron droit,9465,39.06,2942
C186,E170_2939,Siège pilote,11203,41.94,7347
C354,A330_1498,Système d'extinction d'incendie du moteur,10810,0.63,9334
C026,B777_5293,,9552,0.0,2174
C033,B777_0052,Train d'atterrissage principal gauche,8182,43.44,9459
C614,E170_6036,Train d'atterrissage principal droit,14545,48.07,5024
C212,E175_0657,Train d'atterrissage principal droit,9340,19.19,9240
C682,A320_3107,Ordinateur de bord,14946,0.0,7175
C321,B747_4952,Système anti-givre,10924,0.0,6379
C700,B747_4403,Système hydraulique principal,9985,0.0,6260
C659,B747_2942,Réacteur droit,12128,63.84,6575
C640,B737_4676,Aileron gauche,12808,5.64,2794
C615,A380_5370,Équipement de navigation par satellite (GPS),11952,5.74,9482
C546,B757_2191,Aileron droit,72504,18.54,6862
C505,A330_4265,Ordinateur de bord,11115,17.14,2890
C653,A320_0930,Système de gestion de carburant,10533,41.24,6914
C607,B757_5303,Capteurs de vitesse du vent,12763,28.97,7625
C390,E170_0702,Porte cargo,9612,0.0,1756
C212,A350_5832,Radar météorologique,9910,4.97,1593
C653,B777_5123,Train d'atterrissage principal gauche,12956,54.79,2749
C287,B757_2191,Dispositif d'atterrissage d'urgence (comme les toboggans),8733,22.56,4136
C132,A330_3084,Systèmes d'oxygène d'urgence pour les passagers,13838,50.97,7991
C402,B767_4309,Capteurs de vitesse du vent,13082,14.39,3311
C460,A380_1712,Système d'extinction d'incendie du moteur,12241,0.0,6617
C555,B777_3643,Système d'annonce publique,10214,25.16,3900
C432,A340_5100,Aileron gauche,9248,11.79,3017
C520,A321_6202,Détecteurs de fumée en cabine,9509,17.23,5803
C470,E170_2901,Générateur électrique,52710,0.69,6855
C020,A340_5350,Système d'éclairage de piste,10193,14.76,7220
C098,B767_6125,Volet de bord de fuite gauche,12087,0.0,7241
C493,A350_5354,Boîte noire (enregistreur de vol),11910,70.65,3808
C458,B757_3261,Empennage horizontal,11016,19.21,2283
C394,B767_2996,Détecteurs de fumée en cabine,12335,72.34,3881
C434,A380_1712,Système hydraulique principal,8396,0.0,1632
C549,A330_0262,Système de communication radio,10445,62.61,8466
C450,E170_2901,Porte cargo,9013,39.77,1881
C671,A340_1231,Caméra de surveillance externe,13588,22.69,2477
C611,B767_6717,Dispositif d'atterrissage d'urgence (comme les toboggans),8738,0.0,8943
C642,B757_1459,Empennage horizontal,12986,28.48,2945
C416,A320_3107,Système de divertissement en vol,13119,0.0,3134
C629,B747_3977,Dispositif d'atterrissage d'urgence (comme les toboggans),14808,64.63,6002
C347,E170_0751,Capteurs de vitesse du vent,9425,0.0,8484
C069,CRJ700_4243,Réacteur gauche,12001,61.23,4676
C082,A340_6183,Équipement de navigation par satellite (GPS),10825,68.08,7120
C450,E175_0062,Train d'atterrissage principal droit,13047,54.62,1654
C320,B757_3371,Système d'alerte de proximité au sol (GPWS),11063,44.98,1864
C648,A350_3496,Gouvernail de direction,12601,18.99,3102
C435,A350_5354,Caméra de surveillance externe,12782,65.49,2111
C685,A320_3493,Siège copilote,11704,8.42,2329
C599,CRJ700_5312,Volet de bord de fuite droit,9883,58.58,6617
C064,None_6835,Équipement de navigation par satellite (GPS),9270,61.39,4436
C389,CRJ700_5920,Système de gestion de carburant,13697,14.23,7275
C201,None_5119,Aileron gauche,14332,56.18,6333
C315,A340_3174,Système d'extinction d'incendie du moteur,11915,49.22,9335
C243,A340_5350,Système hydraulique principal,10425,19.62,4415
C482,B777_0052,Dispositif d'atterrissage d'urgence (comme les toboggans),11982,43.08,7757
C234,A330_4796,Système d'extinction d'incendie du moteur,8553,6.7,7526
C078,A320_6319,Antenne radar,13454,0.0,2823
C512,B757_2191,Boîte noire (enregistreur de vol),13257,70.4,7838
C131,B757_2191,Caméra de surveillance externe,10864,39.7,4922
C218,E170_1081,Système d'éclairage de cabine,14400,2.88,1977
C261,B757_2191,Train d'atterrissage principal gauche,13345,24.3,4154
C350,B757_3371,Système de divertissement en vol,10288,62.24,6912
C165,B777_2043,Système d'annonce publique,13701,27.38,3268
C464,A350_5354,Équipement de navigation par satellite (GPS),13014,35.89,9621
C205,CRJ700_6130,Train d'atterrissage principal gauche,9135,48.04,1751
C302,E170_4046,Antenne radar,10001,47.56,4140
C444,B757_4838,Système d'alerte de proximité au sol (GPWS),10380,64.08,1358
C590,CRJ900_6993,,11278,53.2,7381
C620,CRJ700_6130,Train d'atterrissage principal droit,12815,24.55,6261
C212,A380_2615,Dispositif d'atterrissage d'urgence (comme les toboggans),14216,0.0,7599
C123,B747_0045,Réacteur gauche,12193,43.63,3383
C566,B737_3541,Autopilote,9226,62.6,1789
C233,None_6652,Caméra de surveillance externe,9750,49.11,6650
C184,A320_4610,Spoilers,13951,43.55,6293
C287,A350_0676,Train d'atterrissage principal gauche,8090,16.95,1577
C504,None_5563,Aileron gauche,14152,6.46,5148
C018,None_2072,Aileron droit,44475,0.0,8255
C304,B757_6748,Système de communication radio,14538,0.0,5977
C236,A350_3496,Équipement de navigation par satellite (GPS),14276,30.73,3736
C348,B737_5695,Système anti-givre,10839,0.0,6694
C085,A380_5165,Ordinateur de bord,8613,25.91,5380
C282,A350_4498,Aileron droit,9674,74.06,3510
C691,B767_0599,Volet de bord de fuite droit,11860,0.0,9809
C522,B777_2043,Aileron gauche,14843,43.91,8411
C467,B777_0663,Système de conditionnement d'air,13247,29.51,1733
C607,A340_3352,Train d'atterrissage avant,11253,63.34,7968
C286,B757_4202,,11467,24.47,2055
C351,A350_3551,Réacteur droit,11224,39.65,2025
C060,A350_5354,Gouvernail de direction,10744,9.4,8031
C637,A340_6183,Réacteur gauche,11220,30.11,5906
C063,E175_0062,Capteurs de vitesse du vent,13948,27.03,2310
C075,A380_1724,Système d'éclairage de cabine,8179,48.04,6383
C381,E175_0062,Système d'annonce publique,14209,40.75,7108
C492,CRJ700_6981,Éclairage d'urgence,11926,65.31,4223
C448,B757_4838,Capteurs de vitesse du vent,47426,9.69,2736
C478,A320_1300,Volet de bord de fuite gauche,9897,27.58,5250
C501,A340_3174,Train d'atterrissage principal droit,12237,53.72,2188
C553,CRJ700_6130,Système d'alerte de proximité au sol (GPWS),12773,37.17,7646
C459,E170_2901,Train d'atterrissage principal gauche,12061,43.22,8419
C222,B767_2259,Porte cargo,11700,29.52,5713
C134,A380_1712,Système d'extinction d'incendie du moteur,14058,0.0,2688
C426,B747_3977,Aileron gauche,13263,51.82,6624
C319,A340_1180,,14076,3.63,1063
C302,B747_0263,Détecteurs de fumée en cabine,11678,34.59,8541
C379,E170_3684,Dispositifs de levage (flaps),10877,0.0,6301
C048,B767_5045,Générateur électrique,11233,57.69,1856
C214,B737_6638,Réacteur droit,14534,0.41,4320
C463,A350_4328,,12809,17.45,9052
C244,A350_2985,Volet de bord de fuite droit,10110,5.16,2524
C390,A350_3496,Aileron droit,12818,28.72,2095
C219,E175_6406,Volet de bord de fuite droit,14539,23.0,3167
C369,A330_0250,Aileron gauche,13961,70.9,6022
C633,A321_5790,Système de conditionnement d'air,12784,45.36,5681
C372,E175_6272,Système d'extinction d'incendie du moteur,9656,0.0,3971
C562,A320_5316,Dispositifs de levage (flaps),53787,35.01,8002
C548,E175_0657,Radar météorologique,12929,32.46,9984
C023,A350_1201,Gouvernail de direction,8214,29.51,7782
C644,B757_3371,Dispositif d'atterrissage d'urgence (comme les toboggans),14845,24.03,1730
C091,B737_3944,Train d'atterrissage principal gauche,11837,0.0,5723
C378,B777_0663,Caméra de surveillance externe,10797,32.6,8966
C075,E170_2171,,9229,39.57,3791
C413,B737_3541,Système d'annonce publique,12941,41.44,1384
C672,B747_5628,Train d'atterrissage principal gauche,13312,1.96,8533
C057,A350_0001,Spoilers,10103,0.0,6397
C143,B747_3555,Système d'éclairage de cabine,14466,38.48,6487
C222,None_1211,,12081,56.75,9264
C470,B747_0434,Système de gestion de carburant,8130,24.54,6714
C225,A330_2352,Spoilers,14565,55.78,2134
C313,B747_0263,Radar météorologique,12276,26.68,4737
C041,B757_3066,Autopilote,9627,18.9,9562
C417,A350_4306,Systèmes d'oxygène d'urgence pour les passagers,10257,53.14,2476
C279,CRJ700_4106,,9862,26.33,7218
C269,B737_3944,Siège pilote,8119,0.0,7336
C496,A380_2615,Empennage horizontal,10529,0.0,9839
C513,B777_2261,Radar météorologique,12516,9.74,4786
C143,CRJ700_2495,Système d'éclairage de cabine,12536,42.46,3182
C612,B767_0318,Siège pilote,12065,14.32,5072
C263,A321_6202,Aileron droit,9645,36.85,5490
C158,A340_2580,Boîte noire (enregistreur de vol),13371,14.87,2695
C593,A350_5715,,12295,0.0,6992
C692,B767_5911,Système d'éclairage de piste,14210,0.0,4908
C250,B777_5488,Système de gestion de carburant,9819,69.53,8889
C141,CRJ700_1364,Éclairage d'urgence,9024,0.0,1289
C363,CRJ700_2495,Détecteurs de fumée en cabine,12771,25.52,3169
C699,A340_3174,,10943,67.98,8021
C412,A330_4600,,12370,70.14,2464
C349,A330_0250,Éclairage d'urgence,8420,66.98,5889
C366,B777_5293,Réacteur droit,14784,0.0,9443
C102,E170_5464,Systèmes d'oxygène d'urgence pour les passagers,9341,44.5,9289
C476,B737_6867,Système d'annonce publique,14983,19.21,8605
C293,A330_4096,Réacteur gauche,10436,19.49,5302
C344,A340_2060,Système hydraulique principal,10538,50.59,5935
C202,A330_4600,Réacteur gauche,10331,23.96,4383
C017,A321_5096,,12171,0.28,3519
C153,CRJ700_5262,Système de conditionnement d'air,13403,0.0,9922
C078,A340_6107,Système de communication radio,13891,45.88,3063
C122,A350_4498,Empennage horizontal,8785,2.38,6324
C139,A321_2986,Aileron gauche,14379,0.0,2079
C041,B767_0318,Capteurs de vitesse du vent,9806,4.42,2342
C089,B747_2795,,10830,68.26,4200
C291,A350_3371,Aileron gauche,9654,8.3,8938
C138,A350_4328,Empennage horizontal,13925,25.54,9057
C007,A330_2369,Siège pilote,10847,0.0,4950
C392,B737_3647,Empennage horizontal,8785,9.21,8193
C002,None_3169,Réacteur droit,12423,0.6,6872
C589,B767_4963,Système de conditionnement d'air,12617,53.22,1198
C616,A330_3084,Caméra de surveillance externe,9510,69.57,5728
C158,CRJ700_3824,Système d'extinction d'incendie du moteur,14870,0.0,9979
C011,None_0192,Système de conditionnement d'air,12340,58.5,4622
C070,A321_5790,Réacteur droit,8141,47.49,9778
C137,E170_0751,Générateur électrique,12352,0.0,6186
C469,E170_2171,Siège pilote,8007,6.31,4650
C066,A380_1712,Train d'atterrissage avant,10629,0.0,8076
C353,A350_5354,Éclairage d'urgence,12795,8.36,9198
C524,B777_5293,Système hydraulique principal,9021,0.0,8123
C285,B767_0488,Empennage horizontal,14811,52.61,2538
C454,A340_2380,Générateur électrique,12356,67.54,3141
C193,B757_2191,Radar météorologique,13867,44.92,4204
C573,A340_4532,Système de conditionnement d'air,14833,50.1,9414
C026,A321_5790,,12939,54.87,6428
C423,None_5119,,11867,1.49,6478
C267,None_5783,Dispositifs de levage (flaps),8366,60.3,8303
C425,A320_0571,Aileron gauche,9520,0.0,1892
C232,A380_2615,Système d'éclairage de piste,12825,0.0,3550
C377,A350_5832,Systèmes d'oxygène d'urgence pour les passagers,8728,41.25,8595
C650,A340_6797,Système d'éclairage de cabine,12131,3.71,6429
C096,None_2072,Train d'atterrissage avant,11425,0.0,4413
C411,A380_1724,Système hydraulique principal,8561,72.93,5721
C510,CRJ700_6057,Siège copilote,11141,74.12,9441
C449,A340_2380,Dispositif d'atterrissage d'urgence (comme les toboggans),11623,58.92,4216
C515,None_5783,Système d'annonce publique,8986,47.12,5931
C266,B747_3555,Aileron droit,12561,56.02,6737
C191,A380_5370,Système anti-givre,12039,45.96,2886
C057,B757_1459,Système de conditionnement d'air,9898,49.79,5019
C003,B747_3555,Train d'atterrissage principal gauche,10981,47.31,8057
C300,A340_6810,Système d'éclairage de piste,13780,30.74,6406
C122,CRJ700_5262,Caméra de surveillance externe,9953,0.0,6689
C256,B777_3643,Radar météorologique,13060,22.66,1018
C082,B777_0171,Réacteur gauche,13832,12.99,2117
C538,None_0122,Réacteur gauche,11013,28.26,8667
C334,B777_5293,Système de gestion de carburant,10016,0.0,3851
C576,B777_0171,Radar météorologique,14834,32.21,4352
C386,None_2072,Système d'alerte de proximité au sol (GPWS),10692,0.0,5261
C516,E175_4812,Système d'extinction d'incendie du moteur,8643,73.91,7492
C306,A320_2348,,11035,34.43,8435
C080,A350_0174,Train d'atterrissage principal gauche,10311,38.96,4121
C662,B757_3261,Aileron gauche,8597,23.55,1876
C502,A321_5790,Système anti-givre,11013,71.45,8823
C169,A340_6107,Aileron droit,11324,40.03,5740
C172,A340_6107,Train d'atterrissage principal gauche,11576,42.65,1491
C110,B777_5067,Réacteur droit,14998,72.84,2775
C323,CRJ700_3452,Autopilote,14394,66.28,5562
C184,B767_6125,Siège copilote,13321,0.0,9116
C444,B777_2435,,8483,26.74,8031
C166,A340_6797,Empennage horizontal,14568,17.16,9328
C351,B767_6488,Aileron droit,10269,55.89,1866
C340,A350_3016,Radar météorologique,9165,66.12,7096
C098,B767_4309,Systèmes d'oxygène d'urgence pour les passagers,9664,74.42,3710
C377,CRJ700_6057,,9942,65.74,2480
C686,B737_2786,Volet de bord de fuite droit,10818,42.06,1286
C081,A350_0676,Détecteurs de fumée en cabine,14959,55.48,3145
C205,CRJ700_5558,Aileron gauche,12266,69.84,8921
C060,E170_0702,Gouvernail de direction,54622,0.0,4654
C697,None_4147,Équipement de navigation par satellite (GPS),11607,41.49,3465
C280,A320_6319,,13338,0.0,1321
C184,B747_3555,Empennage horizontal,9795,48.54,4981
C209,CRJ700_6766,Détecteurs de fumée en cabine,8088,0.0,7611
C477,B747_2795,,13167,40.41,7963
C072,E175_6406,Empennage horizontal,11411,2.62,3465
C540,A340_5100,Éclairage d'urgence,10377,37.68,5777
C489,CRJ700_6766,Détecteurs de fumée en cabine,14909,0.0,7449
C221,B767_5911,Système de divertissement en vol,13325,0.0,9986
C178,None_0192,Équipement de navigation par satellite (GPS),9624,32.81,3177
C536,B747_2795,Système d'éclairage de piste,8734,1.32,3507
C192,A350_4328,Autopilote,9144,26.31,4775
C289,A350_5832,Système d'éclairage de piste,11382,39.8,5106
C181,A340_6183,Générateur électrique,13415,68.86,1431
C007,B737_4676,Gouvernail de direction,13066,58.29,6014
C360,B767_2259,Réacteur droit,14613,48.18,5892
C402,A321_2986,Systèmes d'oxygène d'urgence pour les passagers,10982,0.0,3743
C546,B747_4810,Volet de bord de fuite gauche,14664,323.68,7583
C644,A320_3493,,12307,5.97,7851
C574,E170_3684,Système d'alerte de proximité au sol (GPWS),10163,0.0,9041
C236,A340_2380,Train d'atterrissage avant,10787,21.9,6429
C572,E175_6406,Capteurs de vitesse du vent,10781,54.39,3246
C212,B757_1459,Porte cargo,13612,65.08,3753
C253,B737_2786,Gouvernail de direction,12698,16.68,7856
C069,None_4237,Porte cargo,41196,9.94,6550
C431,None_3169,Système de divertissement en vol,9731,26.22,9533
C402,A350_3551,Système de gestion de carburant,14908,25.98,9604
C101,B767_0488,Antenne radar,9693,63.67,6217
C081,B757_5303,Volet de bord de fuite gauche,10714,37.84,7215
C496,E170_2901,Réacteur droit,14106,27.05,9668
C508,E170_6036,Radar météorologique,11253,61.38,7878
C166,CRJ700_1364,Train d'atterrissage principal gauche,11564,0.0,4346
C231,E175_6272,Capteurs de vitesse du vent,11906,0.0,3681
C184,A320_0854,Train d'atterrissage avant,12121,13.71,6325
C422,A340_6183,Dispositif d'atterrissage d'urgence (comme les toboggans),10969,4.43,3312
C583,A320_0571,Train d'atterrissage principal gauche,8499,0.0,5780
C539,E175_5092,Train d'atterrissage principal gauche,9468,36.94,6606
C496,B757_4046,Train d'atterrissage principal gauche,14114,56.84,9266
C612,CRJ700_3824,Système anti-givre,10938,0.0,9578
C371,CRJ700_6057,Empennage horizontal,12258,54.42,6961
C474,A321_2986,,12284,0.0,6380
C272,B757_2191,Éclairage d'urgence,14253,41.45,2488
C053,B747_5628,Système de conditionnement d'air,8312,73.52,7231
C649,E170_5464,Système d'éclairage de piste,11634,69.13,4858
C682,A350_1201,Train d'atterrissage avant,11166,51.29,1289
C482,B747_3977,Porte cargo,9641,43.99,6760
C043,A350_0026,Système d'éclairage de cabine,12238,64.59,2801
C318,None_3668,,11125,251.54,1471
C535,A350_3371,Train d'atterrissage avant,8596,11.31,8285
C431,E170_1081,Capteurs de vitesse du vent,12680,45.46,1600
C253,B777_0663,Radar météorologique,10620,51.12,1985
C402,B757_4202,Spoilers,51741,15.61,4421
C600,A350_5769,Système d'extinction d'incendie du moteur,11679,14.05,4220
C351,E170_2901,Porte cargo,9335,26.44,7967
C504,None_4237,Dispositifs de levage (flaps),10896,5.49,4649
C648,B737_6638,Réacteur gauche,9500,41.23,1929
C048,B767_6488,Système de conditionnement d'air,9461,38.6,7442
C415,None_4237,,13459,13.22,2388
C046,None_0407,Système de communication radio,14317,5.17,6709
C514,E170_3104,Caméra de surveillance externe,13551,0.0,6783
C448,A340_3329,Capteurs de vitesse du vent,10472,55.8,5249
C012,B737_3647,Réacteur gauche,14449,3.77,4875
C476,B777_5123,Volet de bord de fuite gauche,13876,3.01,4524
C267,A350_1947,Dispositifs de levage (flaps),12840,0.0,2995
C196,None_4147,Dispositifs de levage (flaps),14389,20.65,2986
C045,B777_5293,Réacteur droit,10588,0.0,3327
C680,B747_2942,Système d'alerte de proximité au sol (GPWS),12103,43.67,3678
C052,A320_5619,Système d'alerte de proximité au sol (GPWS),11388,0.0,7979
C619,A350_5715,Spoilers,9929,0.0,3684
C040,E170_1081,Caméra de surveillance externe,11903,2.64,5760
C489,B737_5695,Système de conditionnement d'air,12906,0.0,8191
C479,A350_0174,Réacteur droit,13278,21.96,5950
C589,A350_0026,Système d'annonce publique,14339,63.49,7249
C268,B767_6125,Systèmes d'oxygène d'urgence pour les passagers,10909,0.0,4982
C089,None_6087,,9492,0.0,8802
C507,A340_4532,Système d'éclairage de piste,12359,1.42,4474
C091,A350_6817,Empennage horizontal,14125,61.58,5939
C205,B777_0569,Aileron droit,9862,8.62,8303
C208,CRJ700_1712,Système de divertissement en vol,8169,25.93,9745
C135,A321_6202,Équipement de navigation par satellite (GPS),11124,45.97,6642
C568,None_6835,,13622,74.55,5678
C582,None_6835,Éclairage d'urgence,9673,37.05,7266
C579,A350_5568,Porte cargo,12289,19.27,4845
C329,A350_3551,Système de communication radio,8855,29.66,9831
C489,B757_5303,,14524,45.18,6893
C603,E175_5092,Train d'atterrissage principal droit,11805,65.75,3338
C210,B747_4810,,14299,32.84,2780
C649,B747_0045,Capteurs de vitesse du vent,9237,22.92,4216
C249,CRJ700_6981,Dispositif d'atterrissage d'urgence (comme les toboggans),9511,57.26,6503
C346,A330_4796,Radar météorologique,12688,35.37,8707
C093,A350_5354,Train d'atterrissage avant,14868,42.99,8132
C246,B777_5488,Système de conditionnement d'air,9968,22.96,9909
C220,A340_1063,Système de gestion de carburant,12254,51.2,2264
C520,E170_5464,Autopilote,12819,65.37,3910
C256,E170_2901,,9135,2.4,5025
C084,A350_3496,Système d'alerte de proximité au sol (GPWS),14299,2.79,9087
C457,A340_6183,Radar météorologique,14856,4.34,2933
C324,B767_6717,Empennage horizontal,12095,0.0,8459
C301,A320_0854,Empennage horizontal,8771,9.26,4795
C249,B747_2942,Volet de bord de fuite droit,11985,58.66,1351
C413,CRJ700_0526,Empennage horizontal,10613,281.69,1195
C620,A350_4306,Boîte noire (enregistreur de vol),13577,41.67,7590
C195,B747_4810,Empennage horizontal,8093,55.22,9640
C504,A340_2380,Système anti-givre,12321,2.53,4642
C546,B747_0434,Volet de bord de fuite gauche,13519,49.46,4951
C539,None_5563,Gouvernail de direction,13723,25.98,5882
C147,A340_3352,Système de communication radio,11863,64.61,5480
C334,A320_3107,Autopilote,8576,0.0,1836
C590,A350_4328,Générateur électrique,11046,26.66,9766
C685,A380_2615,Système de communication radio,9620,0.0,5078
C085,E170_2939,Système d'annonce publique,11564,26.18,8410
C171,A320_0930,Système d'alerte de proximité au sol (GPWS),9115,46.32,4035
C466,A350_5568,Systèmes d'oxygène d'urgence pour les passagers,14652,31.94,6415
C207,B757_1260,Système d'alerte de proximité au sol (GPWS),62090,2.37,2669
C386,B747_4921,Boîte noire (enregistreur de vol),8710,40.88,7063
C683,B767_2259,Aileron gauche,11169,0.51,3512
C562,E170_2171,,10235,41.66,6485
C505,A330_4796,Siège pilote,12683,50.03,2222
C430,B767_2996,Détecteurs de fumée en cabine,11633,12.24,5548
C166,B747_3555,Ordinateur de bord,8852,12.34,5133
C335,None_5119,Autopilote,8462,62.16,9639
C081,A340_2380,,13484,38.29,1329
C644,B767_4309,Système de gestion de carburant,12758,5.4,2804
C656,B747_2942,Volet de bord de fuite gauche,9142,28.31,9736
C540,A380_1712,Aileron droit,13165,0.0,9966
C227,CRJ700_3745,Système d'éclairage de piste,10756,9.73,6127
C043,E170_1081,Train d'atterrissage avant,9336,58.88,1059
C580,A340_4532,Système d'éclairage de cabine,12376,5.67,1118
C619,CRJ700_6766,Radar météorologique,10032,0.0,5885
C178,B767_6488,Générateur électrique,9183,38.79,2752
C481,B747_1574,Système d'alerte de proximité au sol (GPWS),13697,36.78,3698
C697,B757_4838,Empennage horizontal,70109,54.15,7721
C626,A340_1726,Aileron gauche,14143,22.85,6656
C312,B737_6867,Ordinateur de bord,14862,59.46,5880
C356,A350_3371,Système anti-givre,9273,9.47,2932
C479,A350_0001,Système de communication radio,12744,0.0,5962
C537,A320_3107,,11088,0.0,7731
C563,E170_4046,Système de gestion de carburant,14027,61.51,1178
C483,A350_4845,Système anti-givre,10397,23.62,5090
C233,B767_2419,Système de divertissement en vol,13388,40.0,6199
C361,B757_6748,Train d'atterrissage avant,11978,0.0,8111
C077,A350_0174,Système d'éclairage de cabine,12872,61.03,8304
C388,A321_5414,Système d'alerte de proximité au sol (GPWS),12986,12.06,3763
C323,E170_0751,Détecteurs de fumée en cabine,9112,0.0,3457
C093,A340_1625,Système d'extinction d'incendie du moteur,13643,15.28,8382
C088,B747_0434,Ordinateur de bord,13858,19.86,3131
C531,B777_5123,Autopilote,11496,72.46,8185
C233,CRJ700_0526,Volet de bord de fuite droit,11149,20.72,6166
C630,A350_5832,Système de divertissement en vol,12017,11.09,1843
C339,None_5563,Système d'alerte de proximité au sol (GPWS),11570,34.23,2918
C222,B777_0569,Train d'atterrissage principal droit,13527,61.32,9114
C465,B737_6510,Siège copilote,11757,19.11,6851
C096,B747_0263,Siège copilote,13776,61.5,4032
C442,A321_5414,Porte cargo,10730,63.22,7993
C642,B747_0434,Siège pilote,48666,59.38,8168
C013,CRJ700_5312,Boîte noire (enregistreur de vol),12668,21.16,5482
C170,CRJ700_6766,Réacteur droit,13901,0.0,1217
C659,A321_5790,Équipement de navigation par satellite (GPS),8729,48.35,1100
C231,A340_1625,Système hydraulique principal,12142,50.5,4188
C560,A340_1625,Réacteur droit,14293,51.7,8664
C550,A330_5765,Capteurs de vitesse du vent,11263,22.48,6517
C397,A350_2985,Gouvernail de direction,14090,71.76,5837
C067,B737_6867,Éclairage d'urgence,10694,74.19,2877
C427,B757_3104,Gouvernail de direction,14568,53.14,4515
C512,B757_0314,Générateur électrique,13128,0.0,9673
C013,A340_3329,Système de gestion de carburant,8538,7.1,4844
C601,A340_3352,Éclairage d'urgence,13748,19.05,1836
C230,A340_1063,Équipement de navigation par satellite (GPS),12005,231.74,3960
C398,A321_1076,Radar météorologique,9437,55.23,2371
C139,CRJ700_3745,Autopilote,9495,72.27,3248
C437,A380_5370,Empennage horizontal,8478,19.27,7054
C597,B737_4676,Système anti-givre,12064,67.68,3930
C299,A380_2615,Système d'annonce publique,9642,0.0,1502
C251,B767_6125,Gouvernail de direction,14128,0.0,8037
C307,B777_0052,Système d'éclairage de piste,12982,35.25,4134
C384,B757_1260,Système d'annonce publique,12194,28.09,1819
C369,B777_5293,Volet de bord de fuite droit,10939,0.0,5193
C154,A320_2348,Éclairage d'urgence,13111,44.33,2535
C353,A320_0930,Réacteur droit,12703,51.97,4548
C308,A320_1300,Générateur électrique,13631,43.4,9140
C426,A380_6627,Système d'extinction d'incendie du moteur,14406,31.0,5891
C452,CRJ700_1364,Réacteur droit,13147,0.0,9991
C408,A320_1300,Systèmes d'oxygène d'urgence pour les passagers,14077,41.11,4532
C664,B767_5045,Système d'éclairage de cabine,8253,9.26,4515
C237,E170_3684,Systèmes d'oxygène d'urgence pour les passagers,8157,0.0,1451
C010,A380_1802,Train d'atterrissage principal droit,13790,0.0,5120
C516,A320_6319,Ordinateur de bord,11270,0.0,8545
C064,None_5563,Système d'alerte de proximité au sol (GPWS),12391,46.84,3914
C415,A321_5790,Aileron droit,9589,34.77,4942
C206,A350_4845,,12243,50.01,7763
C599,B747_2942,Train d'atterrissage avant,8162,65.93,1314
C232,B757_6748,Siège copilote,12087,0.0,1512
C357,B757_1260,Système d'extinction d'incendie du moteur,10478,45.99,6085
C448,E170_4665,Système de divertissement en vol,11642,0.0,1459
C431,A330_5765,Éclairage d'urgence,10822,62.27,2752
C540,B737_6510,Générateur électrique,11450,9.64,7943
C066,B757_5303,Train d'atterrissage principal droit,11632,67.01,4525
C631,B757_5303,Systèmes d'oxygène d'urgence pour les passagers,9025,31.05,6359
